TIME,DEVICE NAME,TEMP (Celsius),HUMIDITY(%),DATE_ONLY
2026-01-16 21:25:21,Module_2,11.0,101.6,2026-01-16
2026-01-16 21:25:40,Module_4,11.4,70.8,2026-01-16
2026-01-16 21:26:21,Module_3,11.7,101.0,2026-01-16
2026-01-16 21:26:36,Module_2,11.3,101.4,2026-01-16
2026-01-16 21:26:46,Module_4,11.4,71.4,2026-01-16
2026-01-16 21:27:26,Module_3,11.1,101.2,2026-01-16
2026-01-16 21:27:34,Module_2,10.9,101.6,2026-01-16
2026-01-16 21:27:51,Module_4,11.5,72.2,2026-01-16
2026-01-16 21:28:41,Module_2,10.8,102.1,2026-01-16
2026-01-16 21:28:43,Module_3,11.1,101.2,2026-01-16
2026-01-16 21:29:00,Module_4,11.5,71.6,2026-01-16
2026-01-16 21:29:48,Module_2,10.9,101.6,2026-01-16
2026-01-16 21:29:53,Module_3,11.1,101.2,2026-01-16
2026-01-16 21:30:05,Module_4,11.3,73.1,2026-01-16
2026-01-16 21:30:56,Module_2,10.9,101.6,2026-01-16
2026-01-16 21:30:58,Module_3,11.1,101.2,2026-01-16
2026-01-16 21:31:18,Module_4,11.4,72.1,2026-01-16
2026-01-16 21:32:04,Module_2,10.9,102.1,2026-01-16
2026-01-16 21:32:09,Module_3,11.1,100.9,2026-01-16
2026-01-16 21:32:36,Module_4,11.4,71.7,2026-01-16
2026-01-16 21:33:14,Module_2,10.9,101.6,2026-01-16
2026-01-16 21:33:18,Module_3,11.0,101.0,2026-01-16
2026-01-16 21:33:35,Module_4,11.5,73.1,2026-01-16
2026-01-16 21:34:25,Module_3,11.1,101.2,2026-01-16
2026-01-16 21:34:28,Module_2,10.9,102.1,2026-01-16
2026-01-16 21:34:43,Module_4,11.4,72.1,2026-01-16
2026-01-16 21:35:28,Module_2,10.9,101.6,2026-01-16
2026-01-16 21:35:29,Module_3,11.1,101.2,2026-01-16
2026-01-16 21:35:49,Module_4,11.7,72.1,2026-01-16
2026-01-16 21:36:33,Module_2,10.8,102.1,2026-01-16
2026-01-16 21:36:34,Module_3,11.3,100.8,2026-01-16
2026-01-16 21:36:55,Module_4,11.4,72.1,2026-01-16
2026-01-16 21:37:45,Module_3,11.1,101.2,2026-01-16
2026-01-16 21:37:49,Module_2,11.1,102.0,2026-01-16
2026-01-16 21:37:59,Module_4,11.2,72.1,2026-01-16
2026-01-16 21:38:53,Module_3,11.1,101.2,2026-01-16
2026-01-16 21:39:05,Module_2,10.8,102.6,2026-01-16
2026-01-16 21:39:12,Module_4,11.4,71.4,2026-01-16
2026-01-16 21:39:57,Module_2,10.9,102.1,2026-01-16
2026-01-16 21:39:58,Module_3,11.1,101.2,2026-01-16
2026-01-16 21:40:13,Module_4,11.3,72.1,2026-01-16
2026-01-16 21:41:04,Module_3,11.0,100.6,2026-01-16
2026-01-16 21:41:05,Module_2,10.9,102.1,2026-01-16
2026-01-16 21:41:17,Module_4,11.2,71.5,2026-01-16
2026-01-16 21:42:12,Module_3,11.0,101.0,2026-01-16
2026-01-16 21:42:13,Module_2,10.9,102.6,2026-01-16
2026-01-16 21:42:22,Module_4,11.5,70.8,2026-01-16
2026-01-16 21:43:19,Module_2,10.1,102.9,2026-01-16
2026-01-16 21:43:19,Module_3,11.0,101.0,2026-01-16
2026-01-16 21:43:31,Module_4,11.3,71.1,2026-01-16
2026-01-16 21:44:30,Module_3,11.0,101.3,2026-01-16
2026-01-16 21:44:30,Module_2,10.9,102.1,2026-01-16
2026-01-16 21:44:40,Module_4,11.3,71.8,2026-01-16
2026-01-16 21:45:34,Module_3,11.0,101.0,2026-01-16
2026-01-16 21:45:37,Module_2,10.8,102.1,2026-01-16
2026-01-16 21:45:45,Module_4,11.4,72.1,2026-01-16
2026-01-16 21:46:39,Module_2,10.8,102.1,2026-01-16
2026-01-16 21:46:39,Module_3,10.9,101.0,2026-01-16
2026-01-16 21:46:52,Module_4,11.2,73.2,2026-01-16
2026-01-16 21:47:46,Module_2,10.8,102.6,2026-01-16
2026-01-16 21:47:46,Module_3,10.9,101.0,2026-01-16
2026-01-16 21:48:04,Module_4,11.3,71.8,2026-01-16
2026-01-16 21:48:50,Module_2,10.7,103.1,2026-01-16
2026-01-16 21:48:51,Module_3,10.9,101.3,2026-01-16
2026-01-16 21:49:06,Module_4,11.3,72.6,2026-01-16
2026-01-16 21:49:55,Module_2,10.7,102.2,2026-01-16
2026-01-16 21:49:55,Module_3,11.0,101.0,2026-01-16
2026-01-16 21:50:11,Module_4,11.3,72.2,2026-01-16
2026-01-16 21:50:59,Module_2,10.7,102.2,2026-01-16
2026-01-16 21:51:00,Module_3,10.9,100.6,2026-01-16
2026-01-16 21:51:15,Module_4,11.1,71.5,2026-01-16
2026-01-16 21:52:04,Module_2,10.7,102.2,2026-01-16
2026-01-16 21:52:04,Module_3,10.8,101.3,2026-01-16
2026-01-16 21:53:09,Module_3,10.8,101.0,2026-01-16
2026-01-16 21:53:09,Module_2,10.7,102.2,2026-01-16
2026-01-16 21:54:14,Module_3,10.8,101.0,2026-01-16
2026-01-16 21:54:14,Module_2,10.6,102.7,2026-01-16
2026-01-16 21:54:23,Module_4,11.0,72.2,2026-01-16
2026-01-16 21:55:18,Module_2,10.6,101.7,2026-01-16
2026-01-16 21:55:19,Module_3,10.7,101.1,2026-01-16
2026-01-16 21:55:27,Module_4,11.1,72.3,2026-01-16
2026-01-16 21:56:27,Module_2,10.6,102.2,2026-01-16
2026-01-16 21:56:34,Module_4,10.9,71.3,2026-01-16
2026-01-16 21:56:36,Module_3,10.8,101.0,2026-01-16
2026-01-16 21:57:42,Module_2,10.6,101.7,2026-01-16
2026-01-16 21:57:43,Module_4,11.0,72.4,2026-01-16
2026-01-16 21:57:43,Module_3,10.8,101.0,2026-01-16
2026-01-16 21:58:50,Module_4,11.1,71.8,2026-01-16
2026-01-16 21:58:52,Module_2,10.6,101.7,2026-01-16
2026-01-16 21:58:54,Module_3,10.8,101.0,2026-01-16
2026-01-16 22:00:01,Module_2,10.5,101.5,2026-01-16
2026-01-16 22:00:05,Module_4,10.1,73.2,2026-01-16
2026-01-16 22:00:07,Module_3,10.7,101.1,2026-01-16
2026-01-16 22:01:10,Module_2,10.6,101.7,2026-01-16
2026-01-16 22:01:12,Module_4,10.9,72.1,2026-01-16
2026-01-16 22:01:13,Module_3,10.8,100.6,2026-01-16
2026-01-16 22:02:17,Module_2,10.5,102.3,2026-01-16
2026-01-16 22:02:18,Module_3,10.7,100.7,2026-01-16
2026-01-16 22:02:19,Module_4,10.9,71.8,2026-01-16
2026-01-16 22:03:27,Module_2,10.5,102.3,2026-01-16
2026-01-16 22:03:28,Module_3,10.7,100.7,2026-01-16
2026-01-16 22:03:35,Module_4,11.0,72.4,2026-01-16
2026-01-16 22:04:36,Module_3,10.7,101.1,2026-01-16
2026-01-16 22:04:38,Module_2,10.5,101.8,2026-01-16
2026-01-16 22:04:42,Module_4,11.0,71.4,2026-01-16
2026-01-16 22:05:42,Module_3,10.7,100.7,2026-01-16
2026-01-16 22:05:43,Module_2,10.5,101.8,2026-01-16
2026-01-16 22:05:46,Module_4,11.1,71.7,2026-01-16
2026-01-16 22:06:48,Module_3,10.7,101.1,2026-01-16
2026-01-16 22:06:49,Module_2,10.4,102.3,2026-01-16
2026-01-16 22:06:51,Module_4,10.5,71.6,2026-01-16
2026-01-16 22:07:55,Module_3,10.5,101.2,2026-01-16
2026-01-16 22:09:02,Module_3,10.6,101.4,2026-01-16
2026-01-16 22:09:07,Module_2,10.4,101.8,2026-01-16
2026-01-16 22:09:08,Module_4,10.9,73.3,2026-01-16
2026-01-16 22:10:06,Module_3,10.6,100.7,2026-01-16
2026-01-16 22:10:11,Module_2,10.4,101.8,2026-01-16
2026-01-16 22:10:12,Module_4,10.8,72.4,2026-01-16
2026-01-16 22:11:11,Module_3,10.6,100.7,2026-01-16
2026-01-16 22:11:18,Module_2,10.4,101.8,2026-01-16
2026-01-16 22:11:21,Module_4,10.9,73.3,2026-01-16
2026-01-16 22:12:16,Module_3,10.6,100.7,2026-01-16
2026-01-16 22:12:23,Module_2,10.4,101.8,2026-01-16
2026-01-16 22:12:29,Module_4,10.8,72.3,2026-01-16
2026-01-16 22:13:20,Module_3,10.5,100.8,2026-01-16
2026-01-16 22:13:30,Module_2,10.3,102.3,2026-01-16
2026-01-16 22:13:34,Module_4,10.7,71.5,2026-01-16
2026-01-16 22:14:27,Module_3,10.6,100.7,2026-01-16
2026-01-16 22:14:35,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:14:38,Module_4,10.7,72.4,2026-01-16
2026-01-16 22:15:31,Module_3,10.6,102.2,2026-01-16
2026-01-16 22:15:39,Module_2,10.3,101.8,2026-01-16
2026-01-16 22:15:42,Module_4,10.7,72.7,2026-01-16
2026-01-16 22:16:36,Module_3,10.5,100.8,2026-01-16
2026-01-16 22:16:43,Module_2,10.2,102.4,2026-01-16
2026-01-16 22:16:46,Module_4,10.6,72.6,2026-01-16
2026-01-16 22:17:41,Module_3,10.5,100.8,2026-01-16
2026-01-16 22:17:48,Module_2,10.2,101.9,2026-01-16
2026-01-16 22:17:50,Module_4,10.6,72.6,2026-01-16
2026-01-16 22:18:45,Module_3,10.4,100.8,2026-01-16
2026-01-16 22:18:52,Module_2,10.3,101.8,2026-01-16
2026-01-16 22:18:58,Module_4,10.7,72.5,2026-01-16
2026-01-16 22:19:49,Module_3,10.5,100.8,2026-01-16
2026-01-16 22:19:59,Module_2,10.2,101.9,2026-01-16
2026-01-16 22:20:55,Module_3,10.5,100.8,2026-01-16
2026-01-16 22:21:02,Module_4,10.7,73.5,2026-01-16
2026-01-16 22:21:03,Module_2,10.2,101.9,2026-01-16
2026-01-16 22:22:01,Module_3,10.5,100.8,2026-01-16
2026-01-16 22:22:07,Module_4,10.1,71.7,2026-01-16
2026-01-16 22:22:08,Module_2,10.3,101.8,2026-01-16
2026-01-16 22:23:09,Module_3,10.5,100.8,2026-01-16
2026-01-16 22:23:12,Module_4,10.8,72.5,2026-01-16
2026-01-16 22:23:12,Module_2,10.2,102.4,2026-01-16
2026-01-16 22:24:14,Module_3,10.5,100.8,2026-01-16
2026-01-16 22:24:16,Module_4,10.7,72.4,2026-01-16
2026-01-16 22:24:17,Module_2,10.2,101.9,2026-01-16
2026-01-16 22:25:19,Module_3,10.5,101.2,2026-01-16
2026-01-16 22:25:20,Module_4,10.5,72.0,2026-01-16
2026-01-16 22:25:21,Module_2,10.5,101.8,2026-01-16
2026-01-16 22:26:25,Module_4,10.7,72.2,2026-01-16
2026-01-16 22:26:25,Module_3,10.4,100.8,2026-01-16
2026-01-16 22:26:26,Module_2,10.2,101.9,2026-01-16
2026-01-16 22:27:29,Module_3,10.4,101.2,2026-01-16
2026-01-16 22:28:29,Module_4,10.5,72.8,2026-01-16
2026-01-16 22:28:36,Module_3,10.4,100.8,2026-01-16
2026-01-16 22:28:37,Module_2,10.1,101.9,2026-01-16
2026-01-16 22:29:34,Module_4,10.5,73.0,2026-01-16
2026-01-16 22:29:44,Module_3,10.4,101.2,2026-01-16
2026-01-16 22:29:44,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:30:38,Module_4,10.7,72.6,2026-01-16
2026-01-16 22:30:50,Module_3,10.5,100.8,2026-01-16
2026-01-16 22:30:51,Module_2,9.9,103.0,2026-01-16
2026-01-16 22:31:42,Module_4,10.5,73.9,2026-01-16
2026-01-16 22:31:55,Module_2,10.1,102.4,2026-01-16
2026-01-16 22:31:56,Module_3,10.4,101.2,2026-01-16
2026-01-16 22:32:47,Module_4,10.5,73.3,2026-01-16
2026-01-16 22:33:00,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:33:00,Module_3,10.3,100.8,2026-01-16
2026-01-16 22:33:51,Module_4,10.5,73.5,2026-01-16
2026-01-16 22:34:04,Module_2,10.2,102.9,2026-01-16
2026-01-16 22:34:04,Module_3,10.4,100.8,2026-01-16
2026-01-16 22:34:55,Module_4,10.6,73.5,2026-01-16
2026-01-16 22:35:08,Module_2,10.1,102.4,2026-01-16
2026-01-16 22:35:10,Module_3,10.4,101.2,2026-01-16
2026-01-16 22:35:59,Module_4,10.5,73.5,2026-01-16
2026-01-16 22:36:12,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:36:14,Module_3,10.4,100.8,2026-01-16
2026-01-16 22:37:03,Module_4,10.5,73.6,2026-01-16
2026-01-16 22:37:16,Module_2,10.1,102.4,2026-01-16
2026-01-16 22:37:18,Module_3,10.4,100.8,2026-01-16
2026-01-16 22:38:08,Module_4,10.5,73.0,2026-01-16
2026-01-16 22:38:19,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:38:22,Module_3,10.4,101.2,2026-01-16
2026-01-16 22:39:13,Module_4,10.6,73.8,2026-01-16
2026-01-16 22:39:25,Module_2,10.1,102.4,2026-01-16
2026-01-16 22:39:26,Module_3,10.4,100.8,2026-01-16
2026-01-16 22:40:16,Module_4,10.4,73.7,2026-01-16
2026-01-16 22:40:29,Module_2,10.0,103.0,2026-01-16
2026-01-16 22:40:30,Module_3,10.4,100.8,2026-01-16
2026-01-16 22:41:20,Module_4,10.7,73.2,2026-01-16
2026-01-16 22:41:33,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:41:34,Module_3,10.3,100.8,2026-01-16
2026-01-16 22:42:24,Module_4,10.6,72.5,2026-01-16
2026-01-16 22:42:38,Module_3,10.3,101.2,2026-01-16
2026-01-16 22:42:39,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:43:28,Module_4,10.5,73.1,2026-01-16
2026-01-16 22:43:42,Module_3,10.3,100.8,2026-01-16
2026-01-16 22:43:44,Module_2,9.9,102.5,2026-01-16
2026-01-16 22:44:32,Module_4,10.4,72.3,2026-01-16
2026-01-16 22:44:49,Module_3,10.4,100.5,2026-01-16
2026-01-16 22:44:52,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:45:36,Module_4,10.5,72.6,2026-01-16
2026-01-16 22:45:54,Module_3,10.3,100.8,2026-01-16
2026-01-16 22:45:57,Module_2,10.0,103.0,2026-01-16
2026-01-16 22:46:40,Module_4,10.4,73.4,2026-01-16
2026-01-16 22:46:59,Module_3,10.3,100.8,2026-01-16
2026-01-16 22:47:01,Module_2,10.1,102.9,2026-01-16
2026-01-16 22:48:03,Module_3,10.3,100.8,2026-01-16
2026-01-16 22:48:06,Module_2,10.0,102.0,2026-01-16
2026-01-16 22:48:44,Module_4,10.4,72.8,2026-01-16
2026-01-16 22:49:08,Module_3,10.3,100.8,2026-01-16
2026-01-16 22:49:10,Module_2,9.9,102.0,2026-01-16
2026-01-16 22:49:49,Module_4,10.5,73.0,2026-01-16
2026-01-16 22:50:11,Module_3,10.2,101.3,2026-01-16
2026-01-16 22:50:17,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:51:00,Module_4,10.5,73.7,2026-01-16
2026-01-16 22:51:16,Module_3,10.3,101.2,2026-01-16
2026-01-16 22:51:22,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:52:05,Module_4,10.5,73.4,2026-01-16
2026-01-16 22:52:21,Module_3,10.3,101.2,2026-01-16
2026-01-16 22:52:30,Module_2,10.0,103.0,2026-01-16
2026-01-16 22:53:10,Module_4,10.3,73.4,2026-01-16
2026-01-16 22:53:25,Module_3,10.3,100.8,2026-01-16
2026-01-16 22:53:33,Module_2,10.0,103.4,2026-01-16
2026-01-16 22:54:29,Module_3,10.2,101.6,2026-01-16
2026-01-16 22:54:36,Module_2,9.9,103.0,2026-01-16
2026-01-16 22:55:17,Module_4,10.3,73.5,2026-01-16
2026-01-16 22:55:36,Module_3,10.2,101.3,2026-01-16
2026-01-16 22:55:44,Module_2,10.0,103.4,2026-01-16
2026-01-16 22:56:21,Module_4,10.5,74.3,2026-01-16
2026-01-16 22:56:40,Module_3,10.2,100.9,2026-01-16
2026-01-16 22:56:50,Module_2,10.0,102.5,2026-01-16
2026-01-16 22:57:27,Module_4,10.4,74.6,2026-01-16
2026-01-16 22:57:44,Module_3,10.2,102.4,2026-01-16
2026-01-16 22:57:55,Module_2,9.9,103.4,2026-01-16
2026-01-16 22:58:31,Module_4,10.5,73.9,2026-01-16
2026-01-16 22:58:48,Module_3,10.2,101.3,2026-01-16
2026-01-16 22:59:00,Module_2,10.0,103.0,2026-01-16
2026-01-16 22:59:35,Module_4,10.4,74.5,2026-01-16
2026-01-16 22:59:56,Module_3,10.3,100.8,2026-01-16
2026-01-16 23:00:15,Module_2,9.9,102.0,2026-01-16
2026-01-16 23:00:39,Module_4,10.4,73.7,2026-01-16
2026-01-16 23:01:01,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:01:15,Module_2,10.0,103.0,2026-01-16
2026-01-16 23:01:44,Module_4,10.3,73.5,2026-01-16
2026-01-16 23:02:10,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:02:22,Module_2,10.0,102.5,2026-01-16
2026-01-16 23:02:48,Module_4,10.3,73.7,2026-01-16
2026-01-16 23:03:13,Module_3,10.3,101.5,2026-01-16
2026-01-16 23:03:30,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:03:52,Module_4,10.5,73.7,2026-01-16
2026-01-16 23:04:21,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:04:33,Module_2,10.1,102.9,2026-01-16
2026-01-16 23:04:56,Module_4,10.5,73.7,2026-01-16
2026-01-16 23:05:25,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:05:37,Module_2,9.9,102.5,2026-01-16
2026-01-16 23:06:00,Module_4,10.4,74.3,2026-01-16
2026-01-16 23:06:29,Module_3,10.3,101.2,2026-01-16
2026-01-16 23:06:41,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:07:04,Module_4,10.4,73.5,2026-01-16
2026-01-16 23:07:33,Module_3,10.2,100.9,2026-01-16
2026-01-16 23:07:45,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:08:08,Module_4,10.3,75.5,2026-01-16
2026-01-16 23:08:37,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:08:49,Module_2,10.0,103.0,2026-01-16
2026-01-16 23:09:13,Module_4,10.3,74.3,2026-01-16
2026-01-16 23:09:45,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:09:56,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:10:18,Module_4,10.3,74.6,2026-01-16
2026-01-16 23:10:52,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:11:05,Module_2,9.8,103.4,2026-01-16
2026-01-16 23:11:26,Module_4,10.3,75.5,2026-01-16
2026-01-16 23:11:59,Module_3,10.1,101.3,2026-01-16
2026-01-16 23:12:08,Module_2,10.0,103.4,2026-01-16
2026-01-16 23:12:31,Module_4,10.3,80.0,2026-01-16
2026-01-16 23:13:06,Module_3,10.2,100.9,2026-01-16
2026-01-16 23:13:15,Module_2,10.1,103.9,2026-01-16
2026-01-16 23:13:37,Module_4,10.2,74.2,2026-01-16
2026-01-16 23:14:12,Module_3,10.2,100.9,2026-01-16
2026-01-16 23:14:21,Module_2,10.0,102.0,2026-01-16
2026-01-16 23:14:44,Module_4,10.3,74.6,2026-01-16
2026-01-16 23:15:20,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:15:29,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:15:53,Module_4,10.4,75.3,2026-01-16
2026-01-16 23:16:28,Module_3,10.3,101.2,2026-01-16
2026-01-16 23:16:34,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:16:56,Module_4,10.4,73.8,2026-01-16
2026-01-16 23:17:32,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:17:40,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:18:01,Module_4,10.5,74.0,2026-01-16
2026-01-16 23:18:36,Module_3,10.3,101.2,2026-01-16
2026-01-16 23:18:44,Module_2,10.0,103.0,2026-01-16
2026-01-16 23:19:05,Module_4,10.5,73.9,2026-01-16
2026-01-16 23:19:42,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:19:53,Module_2,9.9,103.7,2026-01-16
2026-01-16 23:20:10,Module_4,10.3,73.6,2026-01-16
2026-01-16 23:20:50,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:20:59,Module_2,9.8,103.4,2026-01-16
2026-01-16 23:21:18,Module_4,10.5,73.5,2026-01-16
2026-01-16 23:21:57,Module_3,10.5,101.2,2026-01-16
2026-01-16 23:22:02,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:22:25,Module_4,10.3,75.0,2026-01-16
2026-01-16 23:23:04,Module_3,10.3,101.8,2026-01-16
2026-01-16 23:23:09,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:23:28,Module_4,10.3,74.3,2026-01-16
2026-01-16 23:24:08,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:24:15,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:25:14,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:25:20,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:25:35,Module_4,10.1,74.1,2026-01-16
2026-01-16 23:26:19,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:26:28,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:27:24,Module_3,10.1,101.3,2026-01-16
2026-01-16 23:27:31,Module_2,9.8,103.4,2026-01-16
2026-01-16 23:27:39,Module_4,10.9,74.4,2026-01-16
2026-01-16 23:28:28,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:28:35,Module_2,9.8,104.0,2026-01-16
2026-01-16 23:28:43,Module_4,10.1,73.8,2026-01-16
2026-01-16 23:29:32,Module_3,10.1,101.6,2026-01-16
2026-01-16 23:29:39,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:29:47,Module_4,10.3,73.5,2026-01-16
2026-01-16 23:30:36,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:30:43,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:30:51,Module_4,10.3,75.5,2026-01-16
2026-01-16 23:31:40,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:31:46,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:31:55,Module_4,10.6,73.5,2026-01-16
2026-01-16 23:32:45,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:32:50,Module_2,9.8,103.7,2026-01-16
2026-01-16 23:32:58,Module_4,10.3,75.5,2026-01-16
2026-01-16 23:33:49,Module_3,10.1,101.3,2026-01-16
2026-01-16 23:33:54,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:34:02,Module_4,10.4,74.0,2026-01-16
2026-01-16 23:34:55,Module_3,10.1,101.3,2026-01-16
2026-01-16 23:34:58,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:35:06,Module_4,10.4,73.6,2026-01-16
2026-01-16 23:35:59,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:36:02,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:36:10,Module_4,10.4,71.6,2026-01-16
2026-01-16 23:37:03,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:37:08,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:37:18,Module_4,11.7,73.2,2026-01-16
2026-01-16 23:38:06,Module_3,10.1,101.6,2026-01-16
2026-01-16 23:38:15,Module_2,10.1,103.9,2026-01-16
2026-01-16 23:38:22,Module_4,10.3,73.0,2026-01-16
2026-01-16 23:39:11,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:39:18,Module_2,9.8,103.4,2026-01-16
2026-01-16 23:39:28,Module_4,10.4,71.6,2026-01-16
2026-01-16 23:40:16,Module_3,10.1,101.3,2026-01-16
2026-01-16 23:40:27,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:40:36,Module_4,10.4,74.5,2026-01-16
2026-01-16 23:41:20,Module_3,10.2,101.9,2026-01-16
2026-01-16 23:41:34,Module_2,10.0,103.4,2026-01-16
2026-01-16 23:41:43,Module_4,10.2,74.7,2026-01-16
2026-01-16 23:42:24,Module_3,10.2,101.3,2026-01-16
2026-01-16 23:42:40,Module_2,10.0,103.4,2026-01-16
2026-01-16 23:42:50,Module_4,10.3,74.3,2026-01-16
2026-01-16 23:43:29,Module_3,10.2,101.9,2026-01-16
2026-01-16 23:43:45,Module_2,9.9,103.7,2026-01-16
2026-01-16 23:43:55,Module_4,10.2,75.6,2026-01-16
2026-01-16 23:44:32,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:44:50,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:44:58,Module_4,10.4,74.0,2026-01-16
2026-01-16 23:45:36,Module_3,10.3,101.2,2026-01-16
2026-01-16 23:45:55,Module_2,10.0,103.4,2026-01-16
2026-01-16 23:46:02,Module_4,10.5,73.7,2026-01-16
2026-01-16 23:46:41,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:46:59,Module_2,9.9,103.0,2026-01-16
2026-01-16 23:47:07,Module_4,10.4,74.2,2026-01-16
2026-01-16 23:47:45,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:48:04,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:48:13,Module_4,10.3,74.1,2026-01-16
2026-01-16 23:48:49,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:49:08,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:49:17,Module_4,10.4,71.6,2026-01-16
2026-01-16 23:49:54,Module_3,10.3,101.5,2026-01-16
2026-01-16 23:50:14,Module_2,10.0,103.0,2026-01-16
2026-01-16 23:50:23,Module_4,10.3,74.1,2026-01-16
2026-01-16 23:51:00,Module_3,10.3,101.5,2026-01-16
2026-01-16 23:51:19,Module_2,9.9,103.7,2026-01-16
2026-01-16 23:51:26,Module_4,10.4,74.4,2026-01-16
2026-01-16 23:52:05,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:52:25,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:52:32,Module_4,10.3,74.5,2026-01-16
2026-01-16 23:53:09,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:53:28,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:53:36,Module_4,10.4,75.1,2026-01-16
2026-01-16 23:54:13,Module_3,10.2,101.9,2026-01-16
2026-01-16 23:54:32,Module_2,10.0,103.4,2026-01-16
2026-01-16 23:54:41,Module_4,10.3,74.9,2026-01-16
2026-01-16 23:55:21,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:55:37,Module_2,9.8,103.4,2026-01-16
2026-01-16 23:55:45,Module_4,10.9,73.3,2026-01-16
2026-01-16 23:56:24,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:56:41,Module_2,9.9,103.7,2026-01-16
2026-01-16 23:56:49,Module_4,10.6,75.0,2026-01-16
2026-01-16 23:57:28,Module_3,10.1,101.6,2026-01-16
2026-01-16 23:57:46,Module_2,10.0,103.7,2026-01-16
2026-01-16 23:57:54,Module_4,10.3,74.5,2026-01-16
2026-01-16 23:58:34,Module_3,10.1,102.4,2026-01-16
2026-01-16 23:58:53,Module_2,9.9,103.4,2026-01-16
2026-01-16 23:59:00,Module_4,10.5,75.4,2026-01-16
2026-01-16 23:59:41,Module_3,10.2,101.6,2026-01-16
2026-01-16 23:59:59,Module_2,10.0,103.0,2026-01-16
2026-01-17 00:00:06,Module_4,10.3,75.6,2026-01-17
2026-01-17 00:00:46,Module_3,10.2,101.9,2026-01-17
2026-01-17 00:01:05,Module_2,9.9,103.4,2026-01-17
2026-01-17 00:01:12,Module_4,10.4,71.6,2026-01-17
2026-01-17 00:01:53,Module_3,10.1,102.4,2026-01-17
2026-01-17 00:02:13,Module_2,9.9,103.4,2026-01-17
2026-01-17 00:02:15,Module_4,10.4,74.7,2026-01-17
2026-01-17 00:03:01,Module_3,10.2,101.3,2026-01-17
